id,dyad,modality,condition,hz,n_samples,wcc_json
8883_4504__angular__exp3,8883_4504,angular,exp3,2.0,22,"[-0.190156, -0.227931, -0.01013, -0.101326, 0.098962, 0.286826, -0.012616, -0.16795, -0.216166, -0.123558, -0.124991, -0.181463, -0.036049, -0.143663, -0.129386, 0.2248, -0.013571, -0.013902, 0.108618, -0.177201, -0.058486, -0.047951]"
8883_4504__radial__exp3,8883_4504,radial,exp3,2.0,22,"[0.47577, -0.140469, -0.186941, -0.192786, 0.437998, -0.208123, -0.459139, -0.464468, -0.327664, -0.468249, -0.288916, -0.315562, -0.557416, -0.289944, 0.324059, 0.07701, -0.056536, -0.441997, 0.54092, 0.684582, 0.586464, 0.36781]"
8883_4504__angular__exp4,8883_4504,angular,exp4,2.0,22,"[0.36167, 0.140948, -0.028094, -0.435305, -0.612407, -0.640491, -0.538247, -0.024452, -0.069973, -0.651004, -0.784802, -0.688795, -0.383035, -0.459767, -0.447204, -0.589356, -0.61431, 0.033653, -0.562433, -0.397633, 0.30256, -0.088028]"
8883_4504__radial__exp4,8883_4504,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.401115, 0.401115, null, null, null, null, null, null, null, 0.376319, 0.376319, null, null, null]"
8970_3056__angular__exp1,8970_3056,angular,exp1,2.0,22,"[-0.518694, -0.1373, 0.271695, 0.069057, -0.159201, -0.008218, 0.228789, -0.0899, -0.271992, -0.127792, -0.212015, -0.264833, -0.16452, -0.01136, -0.160661, -0.501368, -0.345917, 0.204692, 0.041027, -0.430415, -0.27592, -0.542924]"
8970_3056__radial__exp1,8970_3056,radial,exp1,2.0,22,"[-0.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
8970_3056__angular__exp2,8970_3056,angular,exp2,2.0,22,"[-0.28231, -0.26093, 0.027956, -0.192004, -0.669391, -0.064421, -0.003959, -0.357775, -0.312795, -0.453362, -0.420825, -0.241164, -0.303287, -0.383628, -0.62364, -0.47699, -0.387455, -0.551083, -0.407955, -0.366285, -0.272845, -0.232138]"
8970_3056__angular__exp3,8970_3056,angular,exp3,2.0,22,"[0.091409, 0.232055, 0.087949, -0.596142, -0.36172, -0.225842, -0.196793, 0.020095, -0.067802, 0.209582, 0.619189, 0.157727, -0.21889, -0.327385, -0.37799, -0.367861, -0.222456, -0.266185, -0.083355, 0.273203, -0.104669, 0.127163]"
8970_3056__radial__exp3,8970_3056,radial,exp3,2.0,22,"[-0.180337, -0.333419, 0.175698, 0.302313, -0.30276, -0.244901, -0.185111, -0.171351, -0.267584, -0.218689, -0.235885, -0.200774, -0.207669, -0.31664, -0.055294, 0.171824, -0.193294, -0.214481, null, null, -0.165938, -0.040162]"
8970_3056__angular__exp4,8970_3056,angular,exp4,2.0,22,"[-0.009903, -0.13909, -0.032972, -0.179772, -0.370285, -0.407476, -0.507586, -0.085176, 0.106275, -0.208519, -0.23865, 0.061851, 0.413535, 0.196862, -0.452614, -0.292354, -0.257714, 0.122914, 0.346107, -0.012042, -0.167816, -0.323229]"
8970_3056__radial__exp4,8970_3056,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.188976, 0.188976, null, null, null, null, null, null, null, 0.83355, 0.83355, null, null, null]"
9324_1798__angular__exp1,9324_1798,angular,exp1,2.0,22,"[-0.254809, -0.225163, -0.084833, 0.050019, -0.362859, -0.265284, -0.241813, -0.586984, -0.183467, 0.214003, 0.179531, 0.113678, 0.586267, 0.436685, 0.480626, 0.011093, -0.60753, -0.389287, -0.027069, -0.110722, -0.044896, 0.060308]"
9324_1798__radial__exp1,9324_1798,radial,exp1,2.0,22,"[0.815035, 0.15511, 0.244583, 0.742138, 0.607993, 0.224549, -0.108438, null, -0.264777, -0.313439, -0.212706, 0.312978, 0.698229, 0.37193, 0.181326, -0.174541, -0.246089, -0.30166, -0.270006, -0.306208, 0.035321, 0.07487]"
9324_1798__angular__exp2,9324_1798,angular,exp2,2.0,22,"[-0.791525, -0.814315, -0.96448, -0.808107, -0.276195, -0.22315, -0.505182, -0.522431, -0.483396, 0.376682, 0.846117, 0.888977, 0.840185, 0.381595, -0.636003, -0.921325, -0.945041, -0.691307, 0.213055, 0.734914, 0.928031, 0.512463]"
9324_1798__radial__exp2,9324_1798,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, -0.17709, -0.244832, null, null, null, null, null, null, null, -0.0, -0.0, null, null, null]"
9324_1798__angular__exp3,9324_1798,angular,exp3,2.0,22,"[-0.738269, 0.020763, 0.227276, -0.093956, -0.145475, -0.283576, -0.084619, 0.04657, -0.11708, -0.649288, -0.676267, -0.403536, -0.142181, -0.177979, -0.366288, -0.594399, -0.360951, 0.228842, 0.542913, 0.492073, 0.168121, -0.346225]"
9324_1798__radial__exp3,9324_1798,radial,exp3,2.0,22,"[0.988514, 0.775648, 0.783083, 0.408468, -0.452963, -0.608903, -0.522703, -0.176268, -0.035529, 0.296293, 0.759765, 0.754679, 0.430618, -0.244413, 0.391017, 0.048229, -0.142549, 0.228076, 0.396527, 0.170857, -0.226022, 0.365188]"
9324_1798__angular__exp4,9324_1798,angular,exp4,2.0,22,"[-0.039097, 0.180833, 0.061864, 0.170974, -0.033623, -0.671415, -0.475978, 0.200801, 0.328384, -0.513921, -0.607923, -0.054583, 0.495787, -0.163309, -0.134451, 0.659285, 0.85315, 0.636196, -0.157808, 0.163466, 0.040592, -0.53712]"
9324_1798__radial__exp4,9324_1798,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.327315, 0.327315, null, null, null, null, null, null, null, 0.356076, 0.356076, null, null, null]"
9353_7036__angular__exp1,9353_7036,angular,exp1,2.0,22,"[0.126207, 0.081418, -0.288174, -0.291119, -0.303842, -0.162495, 0.276993, -0.148453, -0.59557, -0.555047, -0.022023, -0.420254, -0.518442, -0.06555, 0.038047, -0.205895, 0.167014, 0.449755, 0.091963, -0.324088, -0.410937, -0.536431]"
9353_7036__radial__exp1,9353_7036,radial,exp1,2.0,22,"[-0.0, -0.340808, 0.176943, -0.125183, 0.788588, 0.456274, -0.155346, 0.048183, null, 0.440201, 0.362496, -0.149857, 0.0, 0.785811, 0.167145, -0.193324, -0.341106, -0.145861, 0.0, 0.354985, 0.555222, 0.354627]"
9353_7036__angular__exp2,9353_7036,angular,exp2,2.0,22,"[-0.378496, -0.506815, -0.346658, -0.181136, -0.228887, 0.048082, -0.042402, -0.476004, -0.16755, -0.321939, -0.171121, 0.297746, 0.161502, -0.129597, -0.288447, -0.259052, -0.327884, -0.219737, 0.016295, -0.067822, -0.054702, -0.027388]"
9353_7036__radial__exp2,9353_7036,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.0, 0.0, null, null, null, null, null, null, null, 0.290327, 0.290327, null, null, null]"
9353_7036__angular__exp3,9353_7036,angular,exp3,2.0,22,"[0.126207, 0.081418, -0.288174, -0.291119, -0.303842, -0.162495, 0.276993, -0.148453, -0.59557, -0.555047, -0.022023, -0.420254, -0.518442, -0.06555, 0.038047, -0.205895, 0.167014, 0.449755, 0.091963, -0.324088, -0.410937, -0.536431]"
9353_7036__radial__exp3,9353_7036,radial,exp3,2.0,22,"[-0.0, -0.340808, 0.176943, -0.125183, 0.788588, 0.456274, -0.155346, 0.048183, null, 0.440201, 0.362496, -0.149857, 0.0, 0.785811, 0.167145, -0.193324, -0.341106, -0.145861, 0.0, 0.354985, 0.555222, 0.354627]"
9353_7036__angular__exp4,9353_7036,angular,exp4,2.0,22,"[-0.455557, -0.707641, -0.134031, -0.022263, 0.113667, -0.068034, -0.398401, -0.445788, -0.325315, -0.444281, -0.366202, 0.038117, -0.421213, -0.697527, -0.115322, -0.059089, -0.236832, -0.440399, -0.44145, -0.122312, 0.129253, 0.107291]"
9353_7036__radial__exp4,9353_7036,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.0, 0.0, null, null, null, null, null, null, null, 0.879013, 0.879013, null, null, null]"
9446_6169__angular__exp1,9446_6169,angular,exp1,2.0,22,"[-0.248911, -0.401497, -0.153113, -0.27436, -0.395001, -0.16536, -0.243984, -0.131295, -0.54239, -0.709815, -0.552986, -0.372127, -0.522189, -0.326846, -0.087992, -0.099302, 0.317482, -0.114936, -0.521172, -0.185742, 0.18841, 0.263857]"
9446_6169__radial__exp1,9446_6169,radial,exp1,2.0,22,"[null, null, -0.127976, 0.788362, 0.525872, -0.299978, null, 0.536634, 0.445439, 0.124106, -0.107015, -0.170441, 0.26981, 0.681061, 0.170355, -0.096784, -0.166147, -0.131635, -0.206111, -0.263427, -0.209215, 0.39045]"
9446_6169__angular__exp2,9446_6169,angular,exp2,2.0,22,"[-0.564552, -0.359715, -0.040652, 0.090993, -0.227748, -0.750452, -0.571913, -0.602604, -0.343924, 0.673963, 0.139435, -0.289258, -0.154251, -0.231036, -0.114946, -0.11792, -0.577191, -0.482647, -0.599264, -0.522599, -0.274312, -0.126776]"
9446_6169__radial__exp2,9446_6169,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.779409, 0.779409, null, null, null, null, null, null, null, 0.0, 0.0, null, null, null]"
9446_6169__angular__exp3,9446_6169,angular,exp3,2.0,22,"[0.460968, -0.540571, -0.547557, 0.01213, 0.502214, 0.177112, -0.044895, 0.485925, -0.290515, -0.464803, -0.473154, -0.382884, 0.185795, 0.498215, 0.347649, -0.1061, -0.166552, -0.069034, -0.165514, -0.325507, -0.119822, 0.190329]"
9446_6169__radial__exp3,9446_6169,radial,exp3,2.0,22,"[0.81936, 0.81324, 0.861106, 0.693616, 0.201218, 0.81062, 0.707255, 0.202132, 0.505472, 0.050836, 0.134551, 0.483346, -0.239341, -0.336429, -0.155878, 0.459129, 0.018783, -0.426898, -0.235704, -0.44196, -0.374823, 0.180667]"
9446_6169__angular__exp4,9446_6169,angular,exp4,2.0,22,"[-0.16, -0.095673, -0.381114, 0.06022, 0.188273, -0.220089, 0.005427, 0.54272, -0.133324, -0.455292, -0.331141, -0.051053, -0.056896, -0.481543, -0.556528, -0.528732, -0.441327, -0.013479, 0.325476, 0.197966, -0.22009, -0.159925]"
9446_6169__radial__exp4,9446_6169,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.561004, 0.561004, null, null, null, null, null, null, null, 0.291799, 0.291799, null, null, null]"
9475_2181__angular__exp1,9475_2181,angular,exp1,2.0,22,"[-0.069465, 0.161808, -0.092924, -0.25009, -0.438097, -0.402966, -0.427141, -0.235203, 0.036084, 0.058583, 0.074946, -0.123064, -0.267185, -0.044656, 0.273128, -0.025356, -0.112172, -0.026818, 0.138586, 0.07031, -0.002831, -0.010568]"
9475_2181__radial__exp1,9475_2181,radial,exp1,2.0,22,"[0.0, null, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, null, null, -0.039873, 0.153003]"
9475_2181__angular__exp2,9475_2181,angular,exp2,2.0,22,"[-0.258783, -0.141607, -0.03281, -0.043202, -0.056571, 0.188195, 0.030144, -0.267226, -0.299699, -0.420998, -0.257416, -0.185714, -0.036261, 0.300671, -0.001554, -0.155208, -0.04214, 0.081292, 0.241759, -0.255936, -0.44167, -0.232012]"
9475_2181__radial__exp2,9475_2181,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.577876, 0.577876, null, null, null, null, null, null, null, 0.747615, 0.747615, null, null, null]"
9475_2181__angular__exp3,9475_2181,angular,exp3,2.0,22,"[-0.350848, -0.496595, -0.27723, -0.361565, -0.695749, -0.372336, 0.406105, 0.462726, 0.254105, -0.008052, 0.078935, -0.009307, -0.60911, -0.53397, -0.271999, -0.037093, 0.008463, -0.219359, -0.345418, 0.070185, 0.388114, 0.048026]"
9475_2181__radial__exp3,9475_2181,radial,exp3,2.0,22,"[0.0, 0.502926, 0.254826, 0.291922, 0.418083, 0.571578, 0.201851, -0.146983, -0.178028, -0.152282, -0.194161, -0.231209, -0.14528, -0.239096, -0.365102, -0.152191, -0.269175, -0.202482, -0.127828, 0.402456, 0.65931, 0.562391]"
9475_2181__angular__exp4,9475_2181,angular,exp4,2.0,22,"[-0.235107, -0.167154, -0.03741, -0.056299, -0.033602, -0.065429, -0.335462, -0.310057, -0.097397, -0.200423, -0.31908, 0.047029, 0.331178, -0.071006, -0.035121, 0.124854, -0.126447, -0.241404, -0.243484, 0.035029, 0.067549, -0.166802]"
9475_2181__radial__exp4,9475_2181,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.30424, 0.30424, null, null, null, null, null, null, null, 0.620337, 0.620337, null, null, null]"
9509_3886__angular__exp1,9509_3886,angular,exp1,2.0,22,"[-0.450729, -0.672703, -0.474845, 0.048728, -0.082028, 0.033319, -0.017854, -0.038461, 0.311904, -0.43277, -0.686501, -0.462243, -0.066409, -0.237892, -0.447553, -0.189792, -0.223027, 0.068079, 0.10968, 0.040978, 0.056334, -0.38459]"
9509_3886__radial__exp1,9509_3886,radial,exp1,2.0,22,"[null, -0.142171, 0.01173, 0.376557, -0.146917, -0.233311, -0.176377, -0.199812, -0.057852, 0.330475, 0.804707, 0.804707, -0.0, -0.108113, null, -0.150559, -0.233095, -0.143629, -0.157372, -0.197021, -0.273762, -0.229847]"
9509_3886__angular__exp2,9509_3886,angular,exp2,2.0,22,"[-0.28458, 0.1512, 0.303496, 0.137924, 0.006507, 0.069725, -0.025706, 0.083767, -0.015302, -0.103885, -0.235936, -0.238337, -0.034582, -0.02634, -0.157918, -0.24096, -0.142425, -0.064107, -0.178228, -0.137638, -0.270083, -0.532727]"
9509_3886__radial__exp2,9509_3886,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 0.701011, 0.701011, null, null, null]"
9509_3886__angular__exp3,9509_3886,angular,exp3,2.0,22,"[0.128293, 0.078901, -0.023668, 0.043499, 0.292629, 0.247727, 0.074829, 0.129881, 0.034312, -0.010438, 0.372573, 0.298489, -0.174474, -0.335011, -0.085609, 0.158643, -0.367519, -0.529516, -0.284388, -0.305132, -0.2782, 0.071339]"
9509_3886__radial__exp3,9509_3886,radial,exp3,2.0,22,"[-0.18512, -0.287184, 0.017345, -0.153309, 0.246808, 0.519172, 0.044469, 0.412167, 0.005377, -0.21493, -0.073392, 0.153147, 0.147233, -0.229121, 0.348768, 0.197272, 0.296054, 0.735043, -0.153212, -0.471699, -0.382701, -0.006902]"
9509_3886__angular__exp4,9509_3886,angular,exp4,2.0,22,"[-0.059512, -0.155464, -0.031931, 0.331087, 0.186013, -0.18714, -0.081399, 0.089649, 0.132094, -0.484799, -0.18097, 0.189465, -0.089001, -0.094331, -0.12764, 0.041347, 0.466029, 0.19331, 0.191368, 0.028692, -0.085973, 0.095529]"
9509_3886__radial__exp4,9509_3886,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, -0.431408, -0.431408, null, null, null, null, null, null, null, 0.26502, 0.26502, null, null, null]"
9807_4100__angular__exp1,9807_4100,angular,exp1,2.0,22,"[-0.422033, -0.330545, -0.358457, -0.176448, -0.057957, -0.251749, -0.011823, -0.026162, -0.4618, -0.446029, -0.338296, -0.409415, -0.404598, -0.511218, -0.652828, -0.734325, -0.613295, -0.062408, 0.006553, -0.150559, 0.69544, 0.657788]"
9807_4100__radial__exp1,9807_4100,radial,exp1,2.0,22,"[null, 0.297738, 0.352575, 0.817679, null, 0.031501, -0.015259, -0.253655, -0.250463, 0.0, 0.0, 0.0, -0.0, 0.0, null, null, null, 0.0, -0.10398, -0.173007, 0.0, -0.252869]"
9807_4100__angular__exp2,9807_4100,angular,exp2,2.0,22,"[0.362169, -0.05299, -0.700255, -0.658749, -0.551055, -0.13338, 0.042928, -0.378093, -0.551768, -0.442841, 0.02551, -0.050437, -0.45382, -0.391932, -0.11796, -0.149117, -0.362987, -0.658633, -0.77925, -0.286752, -0.146709, -0.226126]"
9807_4100__angular__exp3,9807_4100,angular,exp3,2.0,22,"[-0.24898, -0.285596, 0.008958, -0.293566, -0.146164, 0.435427, 0.310349, -0.296605, -0.247126, 0.018696, 0.153565, 0.160139, 0.076476, 0.137795, -0.134233, 0.042655, 0.240468, 0.1174, 0.137601, 0.239935, 0.079076, -0.233057]"
9807_4100__radial__exp3,9807_4100,radial,exp3,2.0,22,"[-0.093465, -0.048362, 0.528832, 0.560474, 0.110699, 0.348186, 0.463796, 0.406844, -0.205463, 0.198756, 0.404911, -0.072683, -0.073242, 0.53675, 0.308253, 0.159176, -0.028339, -0.476029, 0.115536, 0.296408, 0.178487, 0.465387]"
9807_4100__angular__exp4,9807_4100,angular,exp4,2.0,22,"[0.431742, 0.464167, 0.227114, 0.143432, 0.295055, 0.419351, 0.128983, -0.021698, 0.131772, 0.085677, 0.234769, 0.102931, -0.179796, 0.124718, -0.121579, -0.224423, 0.320736, 0.317323, -0.007286, -0.294028, -0.077134, 0.277858]"
9807_4100__radial__exp4,9807_4100,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.441051, 0.441051, null, null, null, null, null, null, null, 0.945374, 0.945374, null, null, null]"
9897_3649__angular__exp1,9897_3649,angular,exp1,2.0,22,"[-0.762194, -0.564753, -0.131623, 0.073216, -0.550085, -0.922786, -0.951367, -0.820586, -0.822798, -0.802739, -0.821433, -0.968612, -0.381998, -0.222607, -0.759016, -0.872869, -0.923038, -0.960498, -0.867434, -0.879596, -0.838616, 0.037006]"
9897_3649__angular__exp2,9897_3649,angular,exp2,2.0,22,"[-0.280701, 0.545967, 0.361308, -0.533886, -0.914901, -0.922567, -0.951856, -0.959315, -0.841755, -0.745619, -0.855422, -0.848165, -0.842117, -0.951773, -0.930183, -0.917318, -0.945452, -0.91921, -0.948566, -0.988098, -0.935477, -0.924369]"
9897_3649__angular__exp3,9897_3649,angular,exp3,2.0,22,"[-0.442662, -0.339509, 0.421875, -0.073286, -0.400756, 0.008634, 0.094384, 0.492359, 0.480012, 0.354699, 0.411985, 0.220821, -0.123923, -0.224417, -0.402304, 0.057655, 0.427604, 0.236627, 0.072685, -0.282994, -0.139149, 0.274702]"
9897_3649__radial__exp3,9897_3649,radial,exp3,2.0,22,"[null, -0.157996, -0.304523, 0.0, -0.361352, -0.248064, 0.020158, -0.171284, 0.221226, 0.170437, 0.322261, 0.365849, -0.066107, -0.181676, 0.808162, 0.857682, -0.228125, 0.25888, 0.236307, 0.247549, 0.204179, 0.13831]"
9897_3649__angular__exp4,9897_3649,angular,exp4,2.0,22,"[-0.443494, 0.054218, 0.199656, -0.034787, -0.238712, -0.765168, -0.970418, -0.604298, -0.231558, -0.318092, -0.181146, -0.214081, -0.469159, -0.300716, 0.09116, 0.337131, 0.166208, -0.00541, 0.197926, 0.114876, -0.024565, 0.086904]"
9897_3649__radial__exp4,9897_3649,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, -0.15028, -0.231733, null, null, null, null, null, null, null, -0.131948, -0.131948, null, null, null]"
