onset_delay,rise_duration,decay_duration,plateau_duration,seed,noise_sigma,onset_threshold,c_baseline,c_peak,expected_onset_latency,expected_rise_time,expected_recovery_time,expected_dwell_approx,n_wcc_samples,peak_amplitude,dwell_time,switching_rate,mean_synchrony,onset_latency,rise_time,recovery_time,synchrony_entropy,bimodality_coefficient,fraction_above_threshold,inter_peak_cv,first_peak_time,onset_latency_imputed,rise_time_imputed,recovery_time_imputed,onset_defined,rise_defined,recovery_defined,_params
10.0,15.0,30.0,60.0,3028,0.3,0.5,0.15,0.85,10.0,15.0,30.0,105.0,296,0.9884249076292255,7.421052631578948,7.702702702702703,0.2917359410158597,16.0,17.0,17.0,4.008682127546779,0.6435259917936981,0.46283783783783783,0.7551043704991149,3.0,16.0,17.0,17.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,30.0,60.0,3029,0.3,0.5,0.15,0.85,10.0,15.0,30.0,105.0,296,0.9879295065053804,7.157894736842105,7.5,0.25331990095117574,16.0,4.0,4.0,4.107136086551346,0.6317136419274147,0.4527027027027027,1.4796553309832627,16.0,16.0,4.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3000,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9992255894052934,5.5,8.716216216216216,0.23587175910549982,15.0,23.0,13.0,4.166102492711591,0.6166616055497284,0.40540540540540543,1.157711176228137,13.0,15.0,23.0,13.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3001,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9958313308155945,5.434782608695652,8.91891891891892,0.2670952437890082,15.0,15.0,4.0,4.130218205697053,0.5979756346559573,0.4189189189189189,0.986349856978345,2.0,15.0,15.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3002,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.981756123876165,6.2631578947368425,7.702702702702703,0.251229273177555,12.0,1.0,4.0,4.149822269341058,0.5696132857381472,0.4222972972972973,1.080578133687438,12.0,12.0,1.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3003,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9738674717268218,4.0,9.527027027027026,0.24500994326291678,9.0,8.0,4.0,4.122536170642373,0.4950442851322399,0.33783783783783783,0.8757242930722047,10.0,9.0,8.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3004,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9854292101045281,7.111111111111111,7.297297297297297,0.2580387648414916,20.0,4.0,6.0,4.120893073395399,0.6151962850606845,0.43243243243243246,1.101531541795137,18.0,20.0,4.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3005,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9802170083503899,6.7894736842105265,7.702702702702703,0.31842838661642525,12.0,14.0,13.0,4.032497786939355,0.5738980780437702,0.44256756756756754,1.068579103213562,3.0,12.0,14.0,13.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3006,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9845328422309667,9.0,5.878378378378378,0.25593161562225825,10.0,10.0,5.0,4.060202168309183,0.6553988135030072,0.4527027027027027,1.1466764132139384,11.0,10.0,10.0,5.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3007,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9851318623022721,6.904761904761905,8.513513513513512,0.37012909768250213,1.0,14.0,3.0,4.0520561976110905,0.6121107002634341,0.49324324324324326,0.7439915387637855,3.0,1.0,14.0,3.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3008,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9899067202057354,9.0,5.27027027027027,0.2514763865929123,13.0,10.0,5.0,4.158586087718879,0.5909684434824164,0.38513513513513514,1.2621317999258586,5.0,13.0,10.0,5.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3009,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9895341543789613,8.375,6.081081081081081,0.29552127865884625,17.0,2.0,4.0,4.075012196820336,0.6063262496990398,0.4560810810810811,1.1110959814449366,19.0,17.0,2.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3010,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9873114338091128,9.0,6.081081081081081,0.26737920858082376,5.0,12.0,3.0,4.0081128833876996,0.631638798099809,0.44594594594594594,1.2388704615116468,1.0,5.0,12.0,3.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3011,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9794228663868254,6.833333333333333,7.297297297297297,0.3137088020967154,14.0,9.0,6.0,4.007644264875482,0.5499767672457611,0.42567567567567566,0.8070274776320835,5.0,14.0,9.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3012,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9949900012410292,5.125,9.72972972972973,0.27372902395821896,1.0,1.0,17.0,4.092535108657129,0.6009995506268124,0.4155405405405405,0.8949648568002027,3.0,1.0,1.0,17.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3013,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9871705956581525,7.055555555555555,7.297297297297297,0.26397267128241375,3.0,18.0,4.0,4.0344411422398885,0.618494296302825,0.43243243243243246,1.002446077597802,4.0,3.0,18.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3014,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9920920279519068,7.9375,6.283783783783783,0.2956308858555478,7.0,,4.0,4.026326360778315,0.5762240440789759,0.42905405405405406,1.2229893386251296,9.0,7.0,30.0,4.0,1,0,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3015,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.977375961668493,7.333333333333333,7.094594594594594,0.3067679711052345,14.0,3.0,4.0,4.039095072860722,0.5937170845929811,0.4527027027027027,0.9418457872398835,11.0,14.0,3.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3016,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9810685393062848,5.809523809523809,8.513513513513512,0.2484245895949957,15.0,9.0,4.0,4.163073326747639,0.5963957944303192,0.4189189189189189,0.9695207421139498,10.0,15.0,9.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3017,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9644239446975259,7.117647058823529,6.689189189189189,0.2513123685131955,11.0,4.0,6.0,4.146694392276026,0.5867660085472473,0.4155405405405405,1.204562180363314,9.0,11.0,4.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3018,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9904519521038514,6.894736842105263,7.702702702702703,0.3334742389319223,12.0,12.0,6.0,4.069679004617405,0.5808765711349471,0.4391891891891892,1.2072759129293853,14.0,12.0,12.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3019,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9825804008987771,5.857142857142857,8.513513513513512,0.2462920592026101,9.0,15.0,6.0,4.116593304973207,0.5853297513411412,0.4155405405405405,1.1737686727596361,10.0,9.0,15.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3020,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.986767080124982,8.117647058823529,6.689189189189189,0.32696519796529644,2.0,,16.0,3.9780070825753415,0.6352092056934748,0.4797297297297297,0.9992674783016229,2.0,2.0,30.0,16.0,1,0,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3021,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9876317275391931,6.705882352941177,6.486486486486486,0.2302016116879829,6.0,8.0,4.0,4.139188027430268,0.5827894087242311,0.3885135135135135,1.4444119286153854,6.0,6.0,8.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3022,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9869968482207921,4.962962962962963,10.743243243243242,0.31467687980729886,5.0,21.0,7.0,4.033799449419069,0.6001553273255333,0.46283783783783783,0.6911975861823605,5.0,5.0,21.0,7.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3023,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9932122657877096,6.4,8.108108108108107,0.26826513381311284,5.0,9.0,6.0,4.0915496953857495,0.5881934573068794,0.4358108108108108,0.7188532848011524,8.0,5.0,9.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3024,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9822965056607402,4.956521739130435,9.121621621621621,0.23578648721959808,13.0,17.0,6.0,4.136580672529185,0.5365210984876426,0.375,0.7750870194292149,13.0,13.0,17.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3025,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9958876495171489,8.285714285714286,5.675675675675675,0.1424449800754305,12.0,1.0,21.0,4.161002619512144,0.6443346024953285,0.3918918918918919,0.9856654624114218,13.0,12.0,1.0,21.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3026,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9791120361516938,5.7727272727272725,8.91891891891892,0.2728934923329986,12.0,8.0,4.0,4.124678778596576,0.5971226074038756,0.4155405405405405,1.1048187501257583,6.0,12.0,8.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3027,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9970913710867524,6.857142857142857,8.513513513513512,0.3267013124172354,11.0,10.0,8.0,4.002093925556031,0.6400610645284411,0.4831081081081081,0.8855761095071231,12.0,11.0,10.0,8.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3028,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9884249076292271,8.157894736842104,7.702702702702703,0.3476851104786065,16.0,17.0,17.0,3.927376560023986,0.6619150249195019,0.5067567567567568,0.7589624365167579,3.0,16.0,17.0,17.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,15.0,60.0,60.0,3029,0.3,0.5,0.15,0.85,10.0,15.0,60.0,135.0,296,0.9900936194261714,9.533333333333333,5.878378378378378,0.2767739210832293,16.0,4.0,22.0,4.040057235762553,0.648968593231865,0.46959459459459457,1.4516531460062811,16.0,16.0,4.0,22.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3000,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.999225589405291,5.55,7.905405405405405,0.1949913629714258,25.0,31.0,13.0,4.20655069801769,0.6049715863244496,0.36824324324324326,1.1556807778320544,16.0,25.0,31.0,13.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3001,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9958313308155952,5.260869565217392,8.91891891891892,0.21550481714133504,15.0,15.0,4.0,4.181386886354977,0.5997177074642246,0.39864864864864863,0.8415092166981304,2.0,15.0,15.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3002,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9817561238761634,5.833333333333333,7.297297297297297,0.19672478707188487,12.0,15.0,4.0,4.184543060713432,0.5289949109029413,0.36486486486486486,1.0427225065171932,12.0,12.0,15.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3003,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9674193444640854,3.44,9.932432432432432,0.19303315078201091,10.0,20.0,5.0,4.1386365372809575,0.48558773265008226,0.31756756756756754,0.8871634205836499,10.0,10.0,20.0,5.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3004,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9786639124855174,5.888888888888889,7.297297297297297,0.1958434557016827,26.0,6.0,5.0,4.190817995571745,0.5809874928973144,0.3716216216216216,1.0585861902884466,28.0,26.0,6.0,5.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3005,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9806899665434463,5.714285714285714,8.513513513513512,0.2886388956388061,12.0,19.0,13.0,4.064544494093784,0.5430468603952703,0.40878378378378377,0.9653347464237646,3.0,12.0,19.0,13.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3006,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9881115088043042,7.5625,6.283783783783783,0.20376290456985205,10.0,10.0,12.0,4.132716871968842,0.637811261810186,0.40878378378378377,1.1419135785784886,11.0,10.0,10.0,12.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3007,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9851318623022718,5.857142857142857,8.513513513513512,0.31434362566647905,1.0,14.0,3.0,4.133372350910988,0.5535155890150094,0.42567567567567566,0.7356970740398932,3.0,1.0,14.0,3.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3008,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9899067202057357,7.266666666666667,6.081081081081081,0.2107871662823753,11.0,17.0,5.0,4.177157442476938,0.5925818050206334,0.375,1.2557532303102763,5.0,11.0,17.0,5.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3009,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9911361138827246,6.833333333333333,6.891891891891891,0.2547963469507085,17.0,3.0,5.0,4.123884853883109,0.5692096851236802,0.4155405405405405,1.1278325154952875,19.0,17.0,3.0,5.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3010,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9950269052938623,7.125,6.486486486486486,0.21002957663730182,5.0,25.0,7.0,4.109598046546292,0.5795988243103256,0.3716216216216216,1.1832871964582865,1.0,5.0,25.0,7.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3011,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9794228663868247,5.1,8.108108108108107,0.22905835941284747,13.0,9.0,6.0,4.128192464285847,0.5323114586404182,0.3614864864864865,0.9121140016203851,5.0,13.0,9.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3012,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9949900012410298,5.4,8.108108108108107,0.22335939775027008,1.0,1.0,17.0,4.136771662554686,0.5750788258190853,0.375,1.0211252679485194,3.0,1.0,1.0,17.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3013,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9871705956581512,6.222222222222222,7.297297297297297,0.19680630370161117,3.0,26.0,4.0,4.134002126273177,0.6020960242185037,0.38175675675675674,1.0223422445803543,4.0,3.0,26.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3014,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.992092027951907,6.444444444444445,7.094594594594594,0.26022521834338885,7.0,,4.0,4.113102383720701,0.5479650098781627,0.3918918918918919,1.198760321428805,9.0,7.0,30.0,4.0,1,0,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3015,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9773759616684945,7.411764705882353,6.689189189189189,0.265229718837554,14.0,4.0,4.0,4.09164644777116,0.5903432280762639,0.4358108108108108,0.8966966774222883,15.0,14.0,4.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3016,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9925176927030466,5.190476190476191,8.513513513513512,0.22273349557153158,19.0,3.0,4.0,4.201367951721723,0.5580596694413139,0.3716216216216216,0.9387508560899324,10.0,19.0,3.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3017,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9619140024914083,5.944444444444445,7.094594594594594,0.20524130508396352,14.0,16.0,23.0,4.157303580092959,0.5673800367343936,0.3783783783783784,1.1064513619191756,9.0,14.0,16.0,23.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3018,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9904519521038531,7.5,6.486486486486486,0.2880798313332154,12.0,15.0,6.0,4.121620488675181,0.5595104420434399,0.40202702702702703,1.1288027467167212,14.0,12.0,15.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3019,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9827809592199129,4.863636363636363,8.91891891891892,0.20297943796983792,9.0,28.0,4.0,4.162294438618782,0.5626588992290543,0.3716216216216216,1.1371589472444252,10.0,9.0,28.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3020,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.986767080124983,7.75,6.283783783783783,0.2716160520269214,2.0,,24.0,4.076664640605852,0.6078607488699763,0.4358108108108108,1.010545064695568,2.0,2.0,30.0,24.0,1,0,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3021,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9876317275391948,5.578947368421052,7.297297297297297,0.18926701033346896,6.0,8.0,4.0,4.17140806382632,0.5810649161647679,0.35135135135135137,1.3453316176287629,6.0,6.0,8.0,4.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3022,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9893025610894098,4.555555555555555,10.743243243243242,0.27753370413866246,5.0,22.0,8.0,4.098502999406796,0.5860783261064351,0.42567567567567566,0.6902271062507329,5.0,5.0,22.0,8.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3023,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9932122657877113,7.176470588235294,6.891891891891891,0.24791839964996792,5.0,19.0,6.0,4.10229908566257,0.5827120750870981,0.4189189189189189,0.7430380154866815,8.0,5.0,19.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
10.0,30.0,10.0,60.0,3024,0.3,0.5,0.15,0.85,10.0,30.0,10.0,100.0,296,0.9822965056607402,5.285714285714286,8.31081081081081,0.22478297161570215,27.0,41.0,6.0,4.1723298637973825,0.534057835736578,0.375,0.7947596318152388,17.0,27.0,41.0,6.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
