onset_delay,rise_duration,decay_duration,plateau_duration,seed,noise_sigma,onset_threshold,c_baseline,c_peak,expected_onset_latency,expected_rise_time,expected_recovery_time,expected_dwell_approx,n_wcc_samples,peak_amplitude,dwell_time,switching_rate,mean_synchrony,onset_latency,rise_time,recovery_time,synchrony_entropy,bimodality_coefficient,fraction_above_threshold,inter_peak_cv,first_peak_time,onset_latency_imputed,rise_time_imputed,recovery_time_imputed,onset_defined,rise_defined,recovery_defined,_params
30.0,5.0,60.0,60.0,3025,0.3,0.5,0.15,0.85,30.0,5.0,60.0,125.0,286,0.9815148868152836,86.0,0.4195804195804196,0.13783235322125395,25.0,3.0,38.0,3.9014263817132906,0.6873957623663481,0.3006993006993007,1.1005324155303813,30.0,25.0,3.0,38.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,5.0,60.0,60.0,3026,0.3,0.5,0.15,0.85,30.0,5.0,60.0,125.0,286,0.9253525760556601,24.5,1.6783216783216783,0.30264695477737485,29.0,,64.0,4.115840343165669,0.5285959906619357,0.33916083916083917,1.5937804285477246,52.0,29.0,30.0,64.0,1,0,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,5.0,60.0,60.0,3027,0.3,0.5,0.15,0.85,30.0,5.0,60.0,125.0,286,0.9455405764367821,61.5,0.8391608391608392,0.3655965533840521,21.0,6.0,59.0,3.9566303197828763,0.5890462307193103,0.4230769230769231,1.240544461085366,59.0,21.0,6.0,59.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,5.0,60.0,60.0,3028,0.3,0.5,0.15,0.85,30.0,5.0,60.0,125.0,286,0.9638414437558513,31.5,1.6783216783216783,0.3707059247072048,21.0,1.0,59.0,3.9231312509840457,0.5545243451293229,0.4405594405594406,1.7541489319528232,46.0,21.0,1.0,59.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,5.0,60.0,60.0,3029,0.3,0.5,0.15,0.85,30.0,5.0,60.0,125.0,286,0.9524231268856013,98.0,0.4195804195804196,0.2583354993517674,27.0,4.0,19.0,4.032368484865133,0.5475834747344532,0.36013986013986016,1.1077228914680541,35.0,27.0,4.0,19.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3000,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.962319599268024,25.333333333333332,1.2587412587412588,0.20378019494646862,29.0,12.0,46.0,4.131488573748196,0.6004270225850509,0.2727272727272727,1.4492525595447372,48.0,29.0,12.0,46.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3001,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9269382916621114,39.0,0.8391608391608392,0.24422278660873176,34.0,7.0,10.0,4.028310201670391,0.620754017543393,0.2727272727272727,1.5049807507963384,6.0,34.0,7.0,10.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3002,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9630333879980925,38.5,0.8391608391608392,0.22454558831993493,28.0,8.0,53.0,3.933938404299698,0.6224318650356052,0.25874125874125875,1.8369959450851316,28.0,28.0,8.0,53.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3003,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.879142298919474,35.0,0.6293706293706294,0.24217202068086674,34.0,2.0,34.0,3.933307828272324,0.6152084682048011,0.2517482517482518,3.2507791004907487,41.0,34.0,2.0,34.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3004,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.921731380815421,74.0,0.4195804195804196,0.2295374223253494,27.0,4.0,60.0,3.9227707086093124,0.535561889896761,0.26573426573426573,1.9917438291468723,49.0,27.0,4.0,60.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3005,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9458051702294634,22.5,1.6783216783216783,0.3105877874552334,12.0,21.0,64.0,4.002717749621002,0.5149986008234195,0.3181818181818182,2.3250987935453553,12.0,12.0,21.0,64.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3006,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9561697290358332,41.0,0.8391608391608392,0.1912574269195671,28.0,5.0,41.0,3.9982848322887357,0.5031271813974793,0.2762237762237762,2.0941742981667795,50.0,28.0,5.0,41.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3007,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.910367303988884,29.333333333333332,1.2587412587412588,0.3251566839475745,39.0,5.0,25.0,4.021938321766002,0.5011098900883704,0.3041958041958042,1.9678747540670734,52.0,39.0,5.0,25.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3008,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9545912847619533,67.0,0.4195804195804196,0.18540700221405798,29.0,8.0,43.0,3.9017148414178333,0.5399642859841493,0.2517482517482518,1.5196171766719286,50.0,29.0,8.0,43.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3009,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9416853672730044,27.333333333333332,1.2587412587412588,0.22457893869635856,37.0,1.0,53.0,3.837296255761249,0.5712098708491932,0.2692307692307692,2.706964770328039,52.0,37.0,1.0,53.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3010,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9573277881853237,68.0,0.4195804195804196,0.18245079354994775,30.0,1.0,7.0,3.8471623382752513,0.647407077120769,0.24475524475524477,1.156758218428425,30.0,30.0,1.0,7.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3011,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9182397835408577,66.0,0.4195804195804196,0.24405180176238142,37.0,9.0,42.0,3.844484115044215,0.5133718348202475,0.23076923076923078,0.5074241070118085,51.0,37.0,9.0,42.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3012,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9676256487194871,77.0,0.4195804195804196,0.24378743093831,25.0,18.0,53.0,3.889431420290146,0.5814097189508736,0.2692307692307692,0.4905266467630204,47.0,25.0,18.0,53.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3013,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9595417748679804,39.0,0.8391608391608392,0.23740423802384641,1.0,35.0,12.0,3.8002418608145896,0.5856482846548708,0.26573426573426573,1.5691948409868008,1.0,1.0,35.0,12.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3014,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9337066866861199,30.666666666666668,1.048951048951049,0.2692792367572349,8.0,36.0,56.0,3.915951000913646,0.5105441386015998,0.3146853146853147,1.4222080498160075,46.0,8.0,36.0,56.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3015,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9214123014931893,41.0,0.8391608391608392,0.27791026464472407,33.0,7.0,18.0,3.9139396764578347,0.5644740538574293,0.2902097902097902,1.7100607276666209,53.0,33.0,7.0,18.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3016,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9117563588052022,37.0,0.8391608391608392,0.2412996329839893,33.0,9.0,38.0,3.915640573806651,0.45041815884397457,0.25524475524475526,2.499029397384929,56.0,33.0,9.0,38.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3017,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9223789856061617,67.0,0.4195804195804196,0.18555844417361378,35.0,7.0,37.0,3.937759026352693,0.6803224755202294,0.23076923076923078,2.4085823993751982,49.0,35.0,7.0,37.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3018,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9444668727539722,31.333333333333332,1.2587412587412588,0.3142725091547722,28.0,10.0,50.0,3.9761511975878134,0.4941160661469936,0.3111888111888112,2.0849587138561874,42.0,28.0,10.0,50.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3019,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.945770120515665,70.0,0.4195804195804196,0.20694519993276808,32.0,7.0,47.0,3.916001768578158,0.496004224068748,0.24125874125874125,0.5669467095138409,50.0,32.0,7.0,47.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3020,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9383274337688039,38.0,0.8391608391608392,0.2255156329045302,35.0,1.0,32.0,3.9581708524416177,0.5512546788518757,0.26223776223776224,2.018237228202404,40.0,35.0,1.0,32.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3021,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9372632741942477,25.666666666666668,0.8391608391608392,0.18365857738503077,33.0,39.0,45.0,3.969746062234643,0.6245028195809231,0.26223776223776224,0.41386021410206736,47.0,33.0,39.0,45.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3022,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9656065926977496,27.666666666666668,1.2587412587412588,0.3081600166862408,28.0,4.0,27.0,3.9790758647606124,0.5477881381655078,0.3006993006993007,1.634274949014419,56.0,28.0,4.0,27.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3023,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9485816169237477,38.5,0.8391608391608392,0.2373419313768692,35.0,6.0,8.0,3.7642559031044693,0.6321939856062125,0.25874125874125875,2.4107151966998726,52.0,35.0,6.0,8.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3024,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9638302085508849,41.0,0.8391608391608392,0.27669556802699524,33.0,3.0,38.0,4.002632792485349,0.6083251446659909,0.27972027972027974,1.7474777034004005,56.0,33.0,3.0,38.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3025,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9815148868152832,81.0,0.4195804195804196,0.0887257181445385,25.0,30.0,32.0,3.9786170875564046,0.6913654256058631,0.2762237762237762,0.9428648274488961,30.0,25.0,30.0,32.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3026,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9050718514002231,21.25,1.6783216783216783,0.25390872100125106,29.0,2.0,33.0,4.037684448160071,0.5640620429667647,0.2972027972027972,1.5937804285477246,52.0,29.0,2.0,33.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3027,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9455405764367821,22.5,1.6783216783216783,0.3157012779976984,21.0,18.0,55.0,3.948567734838461,0.5120780624951355,0.3146853146853147,1.5382680935731303,57.0,21.0,18.0,55.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3028,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9490321545624789,27.5,1.6783216783216783,0.31282559463224135,23.0,15.0,13.0,4.040527144810338,0.5164327063519175,0.38461538461538464,1.7797909939260885,46.0,23.0,15.0,13.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,10.0,60.0,3029,0.3,0.5,0.15,0.85,30.0,15.0,10.0,85.0,286,0.9528674215313215,42.0,0.8391608391608392,0.21635733951214714,34.0,1.0,11.0,4.090441567663541,0.5004964189490916,0.3006993006993007,1.2191680499694875,55.0,34.0,1.0,11.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3000,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9623195992680236,26.333333333333332,1.2587412587412588,0.23963109053332804,29.0,12.0,47.0,4.120682855834609,0.5708962075925614,0.28321678321678323,1.0629382219873431,48.0,29.0,12.0,47.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3001,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9269382916621124,40.5,0.8391608391608392,0.2676647520500591,34.0,7.0,20.0,3.9505484021090975,0.6508499750010295,0.28321678321678323,1.2458757970358685,6.0,34.0,7.0,20.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3002,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9630333879980926,45.5,0.8391608391608392,0.2718487969390247,28.0,8.0,58.0,4.037013441201251,0.5970362361144341,0.3076923076923077,1.7446026841561386,28.0,28.0,8.0,58.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3003,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.8791422989194726,39.5,0.6293706293706294,0.2714431364755348,34.0,2.0,47.0,3.9574129843355057,0.620450577156741,0.28321678321678323,3.2507791004907487,41.0,34.0,2.0,47.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3004,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.921731380815422,92.0,0.4195804195804196,0.2618347440424985,27.0,4.0,75.0,3.9171963646961228,0.5846157036465763,0.32867132867132864,2.003180341726995,68.0,27.0,4.0,75.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3005,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9458051702294632,23.75,1.6783216783216783,0.32505520501652907,12.0,21.0,67.0,3.994516971049391,0.5231731833402574,0.33916083916083917,2.2974476726991964,12.0,12.0,21.0,67.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3006,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.956169729035832,44.5,0.8391608391608392,0.218547635002756,28.0,5.0,42.0,4.042220425782986,0.5043167295757052,0.3041958041958042,2.0919223988754143,58.0,28.0,5.0,42.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3007,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9135387294474867,55.0,0.8391608391608392,0.36125489259256605,39.0,5.0,11.0,4.019298937550623,0.5480080002977216,0.3776223776223776,1.9239944926356487,66.0,39.0,5.0,11.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3008,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9545912847619537,87.0,0.4195804195804196,0.22090782863495287,29.0,8.0,44.0,3.961455892644649,0.5459319781358106,0.3181818181818182,1.4860204267020414,52.0,29.0,8.0,44.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3009,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9565409506790136,29.0,1.2587412587412588,0.25173215579511055,37.0,2.0,11.0,3.8220888252637115,0.5775555484312523,0.2937062937062937,2.5786690147494937,61.0,37.0,2.0,11.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3010,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9576090005278819,39.0,0.8391608391608392,0.21375476541125005,30.0,1.0,13.0,3.962967568608241,0.6472012587070235,0.28321678321678323,1.4176989102444024,30.0,30.0,1.0,13.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3011,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9182397835408573,75.0,0.4195804195804196,0.2858905190867551,37.0,9.0,52.0,3.8637099370075574,0.529568867844338,0.26573426573426573,0.45643546458763845,55.0,37.0,9.0,52.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3012,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9676256487194871,86.0,0.4195804195804196,0.2796854607866852,25.0,18.0,57.0,3.8294027407420117,0.5853121219439477,0.3006993006993007,0.5119458426685093,47.0,25.0,18.0,57.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3013,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9595417748679818,44.5,0.8391608391608392,0.27224068109664157,1.0,35.0,22.0,3.849972069524198,0.5744432162074486,0.3111888111888112,1.5691948409868008,1.0,1.0,35.0,22.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3014,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9337066866861204,49.0,0.6293706293706294,0.28940741797206465,8.0,36.0,79.0,3.7526738899064993,0.564092347484297,0.3356643356643357,0.38717099668055127,68.0,8.0,36.0,79.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3015,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9214123014931881,45.0,0.8391608391608392,0.2995716217775024,33.0,7.0,20.0,3.9015677940159663,0.5546995802370545,0.3181818181818182,1.7227220984742224,58.0,33.0,7.0,20.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3016,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9117563588052013,38.0,0.8391608391608392,0.2597196788835107,33.0,9.0,44.0,3.926891633914885,0.46640682087860724,0.2727272727272727,2.499029397384929,56.0,33.0,9.0,44.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3017,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9223789856061608,79.0,0.4195804195804196,0.23551076845083158,35.0,7.0,43.0,3.9839860779654646,0.6680330415414234,0.27972027972027974,2.262350591599649,49.0,35.0,7.0,43.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3018,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9444668727539723,33.0,1.2587412587412588,0.3410133793612594,28.0,10.0,76.0,3.9016739036229158,0.5430695751957381,0.34965034965034963,2.0849587138561874,42.0,28.0,10.0,76.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3019,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9457701205156648,88.0,0.4195804195804196,0.24912449470542017,32.0,7.0,52.0,3.997522545544115,0.5162936900713304,0.3006993006993007,0.5669467095138409,50.0,32.0,7.0,52.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3020,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9383274337688023,43.0,0.8391608391608392,0.24428621971989734,35.0,1.0,34.0,3.984746585149536,0.5612789896252669,0.2972027972027972,1.9417776944765044,40.0,35.0,1.0,34.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
30.0,15.0,30.0,60.0,3021,0.3,0.5,0.15,0.85,30.0,15.0,30.0,105.0,286,0.9372632741942482,29.0,0.8391608391608392,0.22099589448860973,33.0,39.0,48.0,4.01162703654144,0.6136171232201778,0.2972027972027972,0.41386021410206736,47.0,33.0,39.0,48.0,1,1,1,"{'threshold': 0.5, 'hz': 1.0, 'wcc_window_sec': 30.0, 'timing_imputation_rule': 'undefined event timing -> wcc_window_sec; continuous event-only timing -> NaN'}"
