noise_ratio,coupling,seed,onset_threshold,n_surrogates,surrogate_method,obs_mean_synchrony,p_mean_synchrony,null_mean_mean_synchrony,null_sd_mean_synchrony,obs_peak_amplitude,p_peak_amplitude,null_mean_peak_amplitude,null_sd_peak_amplitude,obs_dwell_time,p_dwell_time,null_mean_dwell_time,null_sd_dwell_time,obs_switching_rate,p_switching_rate,null_mean_switching_rate,null_sd_switching_rate,obs_bimodality_coefficient,p_bimodality_coefficient,null_mean_bimodality_coefficient,null_sd_bimodality_coefficient,p_onset_defined,p_recovery_defined,obs_onset_defined,obs_recovery_defined
0.1,0.6,1005,0.5,99,prtf,0.532747024166981,0.01,0.004214589213264191,0.12190420885972802,0.8363294814898093,0.02,0.5614729870227645,0.12480652724303191,39.25,0.08,27.313576238576243,4.624626719915449,1.7712177121771218,0.36,2.3750419322375045,0.4085127457314857,0.58579074711142,0.04,0.4688494774683205,0.0652090851083621,1.0,1.0,1.0,1.0
0.1,0.6,1006,0.5,99,prtf,0.51271710707733,0.01,0.0064983502049765895,0.12661783671443605,0.903757334278099,0.01,0.5499329019694911,0.12127966063324873,37.25,0.22,28.29466891133558,6.98690472169562,1.7712177121771218,0.5,2.3347869842334785,0.5102679028073592,0.44257822906413635,0.56,0.45627749067189644,0.06932711069817901,1.0,1.0,1.0,1.0
0.1,0.6,1007,0.5,99,prtf,0.5331496696733863,0.01,0.009644772011668397,0.14112360286586786,0.8827843905818213,0.01,0.5986392074150158,0.1318515162733444,53.666666666666664,0.48,42.984571909571905,15.656365105896866,1.3284132841328413,0.92,1.6347981661634798,0.5106934931640621,0.5136084569537706,0.3,0.47806564629155524,0.06378994642942384,1.0,1.0,1.0,1.0
0.1,0.6,1008,0.5,99,prtf,0.4688471771590645,0.01,-0.014431151631222846,0.11342723700406929,0.9189496328052713,0.01,0.5939376658299842,0.12259554214975374,32.75,0.1,21.309583934583937,5.172524677397426,1.5498154981549817,0.06,2.618808006261881,0.5951279309494074,0.5323146002201993,0.17,0.47560940816474434,0.05929392632631516,1.0,1.0,1.0,1.0
0.1,0.6,1009,0.5,99,prtf,0.48868121321082064,0.01,0.007874571308815831,0.11011216323461084,0.9295261176777723,0.01,0.5770752342098643,0.11510501676186638,24.8,0.54,21.965941157607823,5.1267794307579635,2.2140221402214024,1.0,2.453315442245332,0.5145668813375971,0.41373064653449776,0.79,0.47019852313603616,0.06600258323868748,1.0,1.0,1.0,1.0
0.1,0.6,1010,0.5,99,prtf,0.4912652413972579,0.01,-2.32706345918931e-05,0.13914875319725786,0.8899451605848477,0.01,0.5732759568616139,0.1280607664894377,27.2,0.98,26.996596921596925,6.796967762694058,1.992619926199262,0.78,2.1916582802191655,0.5045724145507484,0.45857823905603445,0.61,0.48243173051657084,0.0642306582866676,1.0,1.0,1.0,1.0
0.1,0.6,1011,0.5,99,prtf,0.5243259285077221,0.01,-0.017215705429353596,0.11986882947505764,0.9048298827368955,0.01,0.5618143654073954,0.13252186507317754,40.25,0.74,39.208658008658006,10.052924802344997,1.7712177121771218,1.0,1.6280890081628092,0.37864036673221174,0.5727022917457999,0.05,0.4707832292596977,0.06841006658977843,1.0,1.0,1.0,1.0
0.1,0.6,1012,0.5,99,prtf,0.5885663260184334,0.01,-0.014430165290095538,0.15349784385985293,0.8312526618469924,0.01,0.5804651794359812,0.14784458330954608,33.333333333333336,1.0,33.5287999037999,6.138096649645593,2.6568265682656826,0.76,2.3884602482388457,0.43051636701430723,0.533909480435698,0.21,0.4806359312658161,0.06547412814393264,1.0,1.0,1.0,1.0
0.1,0.6,1013,0.5,99,prtf,0.4829597774579437,0.01,-0.002192138475068897,0.18545393229174414,0.8664614046781858,0.01,0.6021522054455861,0.14948650696476512,31.5,0.54,27.854473304473306,5.185244444228528,1.7712177121771218,1.0,1.896455328189646,0.31812060448041307,0.5564751481977096,0.13,0.48200396196785084,0.06755393982801523,1.0,1.0,1.0,1.0
0.1,0.6,1014,0.5,99,prtf,0.45823952688365377,0.01,0.0025853594890120546,0.16506755170005724,0.8663857141076009,0.01,0.56492375577538,0.1458766735169698,41.333333333333336,0.02,20.49449618843558,4.109643825894139,1.1070110701107012,0.02,2.6210443922621045,0.5155674317209407,0.5263965365970247,0.14,0.46009738426668995,0.05632902620187251,1.0,1.0,1.0,1.0
0.1,0.6,1015,0.5,99,prtf,0.5152663154116197,0.01,-0.008368515975863699,0.1467770600081736,0.8611468649498663,0.01,0.5807531358150778,0.1439819255654067,28.2,0.94,28.037209395542728,7.08366376456553,1.992619926199262,0.6,2.2632226322263223,0.5259871242284205,0.47224051542559825,0.6,0.48058148963018427,0.06881710981580033,1.0,1.0,1.0,1.0
0.1,0.6,1016,0.5,99,prtf,0.46325906555267393,0.01,0.006906368281486275,0.17238717323774783,0.8496475722739748,0.01,0.5725545366081695,0.15298805015822137,45.666666666666664,0.18,32.45937950937951,10.370752905591878,1.3284132841328413,0.72,1.6884714301688473,0.4885469078240432,0.4558372753033514,0.59,0.47232439173861124,0.06359098034269733,1.0,1.0,1.0,1.0
0.1,0.6,1017,0.5,99,prtf,0.5198928768969648,0.01,-0.001979224059783521,0.10449839396052622,0.8356818070778418,0.01,0.5476815197437099,0.11048077244108612,32.4,0.86,38.32486772486772,11.006472172528666,1.992619926199262,0.58,1.6929442021692946,0.4662586526265048,0.5586618376827768,0.12,0.4711924438191431,0.06848947025523552,1.0,1.0,1.0,1.0
0.1,0.6,1018,0.5,99,prtf,0.47967890188653006,0.01,0.02416457790209974,0.15384021670484488,0.8492975677365389,0.01,0.5613275015117376,0.14397872935998368,42.666666666666664,0.24,30.317548500881834,7.119002436161135,1.3284132841328413,0.38,1.8875097841887516,0.41280658739323334,0.5687156879733803,0.02,0.4589422515864442,0.053250264602773226,1.0,1.0,1.0,1.0
0.1,0.6,1019,0.5,99,prtf,0.4260525054981043,0.01,0.01850691457781346,0.1625473218302262,0.8944083617935323,0.01,0.58660205056258,0.13628332385699818,31.5,0.06,22.94159852493186,4.606387286421905,1.7712177121771218,0.56,2.2676954042267696,0.4670922923445827,0.534181852140859,0.18,0.4758497926954628,0.06579275547779409,1.0,1.0,1.0,1.0
0.1,0.6,1020,0.5,99,prtf,0.48334137742050926,0.01,-0.0024899391598244038,0.11547870960866541,0.8887616396124884,0.01,0.6066601298189467,0.12595360854509466,33.5,0.18,24.201250601250603,4.721878280071707,1.7712177121771218,0.42,2.3638600022363865,0.44710795575746937,0.6087939302289039,0.04,0.48426672802391074,0.0673115458173205,1.0,1.0,1.0,1.0
0.1,0.6,1021,0.5,99,prtf,0.4430516130572104,0.01,0.020884119715553047,0.12000165669324309,0.838115237761394,0.01,0.5987507438986737,0.10083764291598087,24.833333333333332,0.76,24.743718935385605,5.088353395950935,2.4354243542435423,0.86,2.484624846248462,0.4823333361601634,0.5828909399163913,0.04,0.4805829792426714,0.061898005315315606,1.0,1.0,1.0,1.0
0.1,0.6,1022,0.5,99,prtf,0.48177679238668675,0.01,0.0006604948919630676,0.18712207557732508,0.849844837736161,0.01,0.5575770336869024,0.14734421182046842,34.75,0.02,21.26639409972743,4.560520139960717,1.5498154981549817,0.02,2.732863692273286,0.49825449332314126,0.5763051376719049,0.08,0.47383781073766795,0.06359504797532309,1.0,1.0,1.0,1.0
0.1,0.6,1023,0.5,99,prtf,0.3740608782428026,0.01,-0.025978375159295616,0.13790711883488696,0.8991771877080501,0.01,0.5501266120764022,0.14191847600789503,39.5,0.18,23.30808080808081,6.9111970684226245,0.8856088560885609,0.24,1.5721793581572179,0.3956708743106588,0.5111360847267815,0.33,0.48192854904286486,0.06372379246127967,1.0,1.0,1.0,1.0
0.1,0.6,1024,0.5,99,prtf,0.5616784475398544,0.01,-0.04142123270278464,0.1868910978468649,0.8616425571943658,0.01,0.5588386655751393,0.15248101907633477,37.2,0.22,32.082728074394744,6.587070733068343,2.2140221402214024,1.0,2.2811137202281118,0.42488151058557677,0.530225113365274,0.26,0.48255023055725305,0.0650359097309031,1.0,1.0,1.0,1.0
0.1,0.6,1025,0.5,99,prtf,0.5141607211545953,0.01,-0.008847958205324271,0.144556683868924,0.9181494369892924,0.01,0.5956782422915301,0.13662981411210506,28.6,0.04,20.209531826198493,3.3479199103839643,2.2140221402214024,0.18,3.077267136307727,0.4653800952687377,0.4447730280236175,0.74,0.479706352349422,0.06088559583806393,1.0,1.0,1.0,1.0
0.1,0.6,1026,0.5,99,prtf,0.4007901351932472,0.01,0.00846483073287254,0.13630501620402571,0.8881660620125446,0.01,0.6193273407730029,0.13571120777556614,27.0,0.18,19.768718935385603,6.422642668770515,1.5498154981549817,0.22,2.357150844235715,0.63361522565812,0.5369025840351849,0.21,0.47954859053456833,0.07157807635484556,1.0,1.0,1.0,1.0
0.1,0.6,1027,0.5,99,prtf,0.43579908134516554,0.01,-0.005031889024899888,0.12495445646580887,0.9076207463821407,0.01,0.6288763739688096,0.1146855050865172,35.0,0.08,22.275661375661375,4.653857437192994,1.1070110701107012,0.02,2.0597115062059714,0.39180845001725195,0.6283769384878106,0.01,0.48110467226138753,0.06295064417134477,1.0,1.0,1.0,1.0
0.1,0.6,1028,0.5,99,prtf,0.532035194794606,0.01,0.0030712271261831596,0.1773061579629154,0.8522654892357422,0.01,0.5976133207676733,0.14926617115178908,25.285714285714285,0.6,25.082090748757416,4.903609760902575,3.0996309963099633,0.98,2.83350106228335,0.46374874220118745,0.5631222960448224,0.1,0.48390641112429916,0.05682200754323936,1.0,1.0,1.0,1.0
0.1,0.6,1029,0.5,99,prtf,0.5560351979545062,0.01,0.020670169700963633,0.13369568903737,0.9216561088425662,0.01,0.6478047147350433,0.1145836069701806,77.0,0.02,31.426106301106305,7.855506763523888,0.8856088560885609,0.02,2.164821648216482,0.4781672312260861,0.6407706805024481,0.03,0.4902446553563287,0.06389198501202886,1.0,1.0,1.0,1.0
0.2,0.0,1000,0.5,99,prtf,-0.08679050450495546,0.95,0.0026978661230965843,0.06215463363129455,0.32251888777848264,0.7,0.37103110698546904,0.09924342455617413,,,,,0.0,1.0,0.0,0.0,0.4146790936299304,0.68,0.4444631209938959,0.06207935592774225,1.0,1.0,1.0,1.0
0.2,0.0,1001,0.5,99,prtf,0.09498342743149167,0.06,-0.0005403768052521184,0.059489334763696715,0.3500064565620481,0.58,0.3691169084502316,0.0951693809605962,,,,,0.0,1.0,0.0,0.0,0.47678639999307726,0.37,0.45084456047084065,0.0651383160009419,1.0,1.0,1.0,1.0
0.2,0.0,1002,0.5,99,prtf,0.030680001159302486,0.25,0.0015000102367053584,0.05758824667919916,0.40992747091197745,0.38,0.3773431191708814,0.09944191568518271,,,,,0.0,1.0,0.0,0.0,0.49318801561585784,0.25,0.45331608203326856,0.0714511419107953,1.0,1.0,1.0,1.0
0.2,0.0,1003,0.5,99,prtf,-0.1154342626886558,0.97,0.008242311098821486,0.05520331197121328,0.2908373050714567,0.82,0.37139709219376743,0.09019628942172576,,,,,0.0,1.0,0.0,0.0,0.38029401269508717,0.83,0.4420557525738138,0.06757214992630128,1.0,1.0,1.0,1.0
0.2,0.0,1004,0.5,99,prtf,-0.03287372795533052,0.69,-0.002293043641534251,0.060067551578255524,0.3458669955136986,0.55,0.3722172659372325,0.10014614270006258,,,,,0.0,1.0,0.0,0.0,0.48198818545527783,0.27,0.4476639796958027,0.06960042758477233,1.0,1.0,1.0,1.0
0.2,0.0,1005,0.5,99,prtf,0.03248249997407353,0.31,0.003939295780527146,0.05498555160103326,0.3230561754789448,0.68,0.3731134279673209,0.09403645356431649,,,,,0.0,1.0,0.0,0.0,0.4923552585472785,0.21,0.4491773642788988,0.06311695967599805,1.0,1.0,1.0,1.0
0.2,0.0,1006,0.5,99,prtf,0.0012125595050722245,0.54,0.0008701361503437386,0.0654857280731413,0.5157568274368012,0.08,0.37680900087428226,0.09671310940937768,,,,,0.0,1.0,0.0,0.0,0.3828823282577831,0.83,0.4408998100785709,0.06283299462880919,1.0,1.0,1.0,1.0
0.2,0.0,1007,0.5,99,prtf,0.04753545109410446,0.22,0.003783779378886124,0.060873197275851096,0.31777650255104833,0.76,0.38689080392455855,0.09167735116347984,,,,,0.0,1.0,0.0,0.0,0.43846519534461104,0.57,0.44410747268582157,0.061349421907031486,1.0,1.0,1.0,1.0
0.2,0.0,1008,0.5,99,prtf,0.040852440621202434,0.23,-0.006229787332777846,0.06053806039960443,0.4745794019729764,0.13,0.3596804353376659,0.08876415604389565,,,,,0.0,1.0,0.0,0.0,0.5519974964266935,0.05,0.4401812095048182,0.061189290210831304,1.0,1.0,1.0,1.0
0.2,0.0,1009,0.5,99,prtf,0.053116639046367965,0.27,0.009009529190320284,0.06127326410133201,0.4003368882855324,0.43,0.37859748564977047,0.09468547462166223,,,,,0.0,1.0,0.0,0.0,0.4550602832808768,0.45,0.4439645134467791,0.06843624801659191,1.0,1.0,1.0,1.0
0.2,0.0,1010,0.5,99,prtf,-0.04124680724223546,0.84,0.009606058402067397,0.056589485762781624,0.29824653905561493,0.81,0.3739276013892189,0.09581539215574336,,,,,0.0,1.0,0.0,0.0,0.4562058050733112,0.37,0.436493750056652,0.06581216995108898,1.0,1.0,1.0,1.0
0.2,0.0,1011,0.5,99,prtf,0.043927846781625264,0.2,0.00038785260601997677,0.050447323347931616,0.5533849973325168,0.06,0.37208260310791913,0.08739555251778049,3.5,0.1,10.308080808080808,4.7432589495821516,0.8856088560885609,0.18,0.4763502180476353,0.12397409002143155,0.5740622840999388,0.05,0.4545044220504693,0.06798252497164041,1.0,1.0,1.0,1.0
0.2,0.0,1012,0.5,99,prtf,0.026638090419638612,0.22,-0.009716469833331538,0.05174950433422236,0.3463235559023404,0.53,0.3686783836324352,0.09370149417527407,,,,,0.0,1.0,0.0,0.0,0.39346009867055504,0.79,0.4454764998951178,0.06518588875641813,1.0,1.0,1.0,1.0
0.2,0.0,1013,0.5,99,prtf,-0.029800456438494115,0.7,-0.0006925258000510759,0.05361923634547757,0.40421631469638536,0.36,0.3677996923556213,0.08990035235803491,,,,,0.0,1.0,0.0,0.0,0.4841030039469984,0.29,0.4440579044852451,0.06163791397862272,1.0,1.0,1.0,1.0
0.2,0.0,1014,0.5,99,prtf,-0.006473864618982833,0.58,0.0009872562144018606,0.060307609694255714,0.3855920800954735,0.49,0.37292285602676173,0.10162827479390826,,,,,0.0,1.0,0.0,0.0,0.45195396296725554,0.53,0.45986716271803096,0.05950787154780333,1.0,1.0,1.0,1.0
0.2,0.0,1015,0.5,99,prtf,-0.0038520110191388236,0.5,-0.0005376427238685701,0.04855985300821118,0.3737750516325403,0.43,0.3529652294541759,0.09058380695633533,,,,,0.0,1.0,0.0,0.0,0.4231177321203977,0.66,0.44872952799614146,0.06921733663432489,1.0,1.0,1.0,1.0
0.2,0.0,1016,0.5,99,prtf,-0.00444281960819099,0.59,0.011514808785482994,0.05407472829205297,0.3189100945753184,0.74,0.38135605502284997,0.1038122921261891,,,,,0.0,1.0,0.0,0.0,0.3844338558798659,0.71,0.4353348544984324,0.07449599213915403,1.0,1.0,1.0,1.0
0.2,0.0,1017,0.5,99,prtf,0.04513325571184153,0.26,0.006248256509610468,0.05577856570828317,0.4208366228110453,0.28,0.38013647950668855,0.07642770089679073,,,,,0.0,1.0,0.0,0.0,0.4754353345496537,0.35,0.45038310478631327,0.07497046190636439,1.0,1.0,1.0,1.0
0.2,0.0,1018,0.5,99,prtf,-0.07004077660731561,0.9,-0.0007620280760352501,0.05748968038504225,0.29382148989786605,0.77,0.35834819185854155,0.08619965043849254,,,,,0.0,1.0,0.0,0.0,0.4680882305539878,0.34,0.45235516379641444,0.06779182858206438,1.0,1.0,1.0,1.0
0.2,0.0,1019,0.5,99,prtf,-0.011820493957555623,0.6,0.0027375406426366445,0.05528155518559851,0.503736484805754,0.08,0.37720328746343373,0.07933163004720474,,,,,0.0,1.0,0.0,0.0,0.5091999185382701,0.18,0.45967304859947183,0.06064512579616502,1.0,1.0,1.0,1.0
0.2,0.0,1020,0.5,99,prtf,-0.023668013120541485,0.64,-0.006732624937233986,0.05471652303287557,0.27688263028332505,0.82,0.3589142792828619,0.09388588526545047,,,,,0.0,1.0,0.0,0.0,0.4370394182244143,0.67,0.4558525366760627,0.06885920441516433,1.0,1.0,1.0,1.0
0.2,0.0,1021,0.5,99,prtf,-0.1011453563562475,0.96,0.0025747436157525913,0.0628222368290846,0.3903212203634042,0.53,0.3887996001063081,0.087335295037448,,,,,0.0,1.0,0.0,0.0,0.4915210216700225,0.23,0.43971413923101066,0.06821058548308936,1.0,1.0,1.0,1.0
0.2,0.0,1022,0.5,99,prtf,-0.02104294391254307,0.65,-0.0008406505480465232,0.049482352045512906,0.4439537781540282,0.2,0.37797207863108084,0.08361394114746402,,,,,0.0,1.0,0.0,0.0,0.42522957888807356,0.65,0.45176105243873027,0.07266073861363696,1.0,1.0,1.0,1.0
0.2,0.0,1023,0.5,99,prtf,-0.0797578979801508,0.92,0.005637101789216921,0.05944000647989288,0.2001764944159203,1.0,0.3802384257741608,0.0939677772683681,,,,,0.0,1.0,0.0,0.0,0.504183816169516,0.24,0.44429676226624776,0.07357972396447152,1.0,1.0,1.0,1.0
0.2,0.0,1024,0.5,99,prtf,0.026543658970375805,0.26,-0.00903873906434405,0.05148142663157252,0.28837998033351997,0.76,0.3562296837610163,0.09563881177008234,,,,,0.0,1.0,0.0,0.0,0.5388276734045891,0.14,0.4568509958088618,0.0656695072588281,1.0,1.0,1.0,1.0
0.2,0.0,1025,0.5,99,prtf,0.033377532199864446,0.33,0.007074453356888196,0.06549485106933674,0.33762375091937047,0.58,0.3793259792684571,0.10413579539603827,,,,,0.0,1.0,0.0,0.0,0.4520468620440957,0.47,0.4507787898141452,0.07168906600993767,1.0,1.0,1.0,1.0
0.2,0.0,1026,0.5,99,prtf,-0.10089470067755228,0.97,-0.00028957042221177466,0.05611136758147052,0.24733367128293593,0.91,0.36491812179558997,0.08636918884585108,,,,,0.0,1.0,0.0,0.0,0.34524462599426947,0.97,0.4543528290566382,0.07502162723617055,1.0,1.0,1.0,1.0
0.2,0.0,1027,0.5,99,prtf,-0.02854298627153475,0.7,-0.002387585678263758,0.046441606947461946,0.24044893073537246,0.95,0.3705535542263755,0.09113025039309058,,,,,0.0,1.0,0.0,0.0,0.47888816756117214,0.38,0.46016237355519835,0.06692850762724785,1.0,1.0,1.0,1.0
0.2,0.0,1028,0.5,99,prtf,0.07681402641262333,0.17,0.007068352327182378,0.06616828075407499,0.38537535588471394,0.51,0.37606124486380615,0.10156114860214327,,,,,0.0,1.0,0.0,0.0,0.5247853312417069,0.13,0.454302180436127,0.06684907244943594,1.0,1.0,1.0,1.0
0.2,0.0,1029,0.5,99,prtf,0.061397312824842114,0.15,0.00819141745518013,0.055309260782307135,0.49242328972866956,0.08,0.37825166555749845,0.08338384098270957,,,,,0.0,1.0,0.0,0.0,0.44378276326250615,0.4,0.4337537987252323,0.06575401683850321,1.0,1.0,1.0,1.0
0.2,0.3,1000,0.5,99,prtf,0.03889353751049142,0.3,0.004404654908047942,0.06733847519481702,0.3968002114585546,0.46,0.39147134615145135,0.10334970409656061,,,,,0.0,1.0,0.0,0.0,0.3825939338716879,0.74,0.4329241877361971,0.06529069243522641,1.0,1.0,1.0,1.0
0.2,0.3,1001,0.5,99,prtf,0.13884012680963126,0.01,-0.0015690357720200647,0.0592652109824596,0.4670728298851402,0.18,0.36915815694769555,0.09472721890215167,,,,,0.0,1.0,0.0,0.0,0.5176636144334986,0.18,0.45146083221583205,0.06810304515072517,1.0,1.0,1.0,1.0
0.2,0.3,1002,0.5,99,prtf,0.11451343098120242,0.06,0.004868159962394027,0.05712257539473654,0.5665366259039337,0.07,0.38941377245542985,0.10169484092565631,11.0,0.36,7.277777777777778,3.416811843605552,0.44280442804428044,1.0,0.6977524320697753,0.3292499400960285,0.5046533538860475,0.22,0.4556676763812905,0.06092795935445305,1.0,1.0,1.0,1.0
0.2,0.3,1003,0.5,99,prtf,0.027973321915446776,0.39,0.002570156916117679,0.0674146966977925,0.3703416281887935,0.63,0.3976907587768226,0.09095378002838751,,,,,0.0,1.0,0.0,0.0,0.5707559869970539,0.02,0.42130268256252246,0.0627284155208365,1.0,1.0,1.0,1.0
0.2,0.3,1004,0.5,99,prtf,0.08165114546240514,0.09,-0.0010469657870146088,0.06110096872468526,0.569246090293089,0.05,0.3956034444355005,0.09451120735147596,9.0,0.52,6.515151515151516,2.931385688937532,0.44280442804428044,1.0,0.5904059040590406,0.2470295100444909,0.5517688449083885,0.11,0.4540073712460612,0.07821994662768186,1.0,1.0,1.0,1.0
0.2,0.3,1005,0.5,99,prtf,0.12437684560998731,0.03,0.0020500150640454903,0.058361998527280905,0.3718909915953986,0.52,0.3712538915297911,0.10101613411758342,,,,,0.0,1.0,0.0,0.0,0.4967688173023225,0.19,0.4457510246918919,0.06292400546009491,1.0,1.0,1.0,1.0
0.2,0.3,1006,0.5,99,prtf,0.06787983261192955,0.19,0.002551305005991042,0.07339627366212381,0.6427419973768698,0.01,0.38379327457877105,0.10286223032741447,12.0,0.08,5.996632996632997,2.7241861833704673,0.44280442804428044,0.78,0.7670803980767082,0.2989107797554035,0.4578845519160498,0.34,0.4434707491128475,0.05769902522003169,1.0,1.0,1.0,1.0
0.2,0.3,1007,0.5,99,prtf,0.1541364602495881,0.03,0.003543499372479818,0.06549854339083329,0.5521958788619148,0.09,0.4099060916204996,0.0943706934147921,6.0,1.0,6.51010101010101,2.8846707784246246,0.44280442804428044,1.0,0.5233143240523317,0.16871735009935995,0.3437236532607156,0.92,0.442833506053533,0.07090004164814473,1.0,1.0,1.0,1.0
0.2,0.3,1008,0.5,99,prtf,0.14567390674314779,0.02,-0.00801530387466172,0.06348717176472127,0.5738662270517374,0.05,0.3808725213270693,0.09232452187934187,10.0,1.0,10.863636363636363,5.797673493259732,0.44280442804428044,1.0,0.5479145700547916,0.22217674826103564,0.5471504435357579,0.08,0.4468144709645528,0.06832222571201625,1.0,1.0,1.0,1.0
0.2,0.3,1009,0.5,99,prtf,0.15092835784444067,0.01,0.010492574346915022,0.059523940282702886,0.6011519237960425,0.04,0.39087103409906815,0.09440971678213311,27.0,0.02,12.044612794612792,5.322098513428453,0.44280442804428044,0.7,0.8229900480822993,0.3550903032704852,0.3697674909873038,0.89,0.44720584850845385,0.06864800560430888,1.0,1.0,1.0,1.0
0.2,0.3,1010,0.5,99,prtf,0.07170767858484031,0.17,0.0064525879283167786,0.0642216786981989,0.44911191022985564,0.29,0.3925760551598346,0.10562105786776252,,,,,0.0,1.0,0.0,0.0,0.46771514391316815,0.38,0.43811296086308305,0.06845816381166568,1.0,1.0,1.0,1.0
0.2,0.3,1011,0.5,99,prtf,0.13357928660151452,0.02,-0.003677339856218021,0.054481674301094685,0.6714729784608028,0.01,0.3818179012783225,0.09092896531353495,15.0,1.0,18.367003367003367,8.624003107066432,0.8856088560885609,1.0,0.8006261880800627,0.41445559720733355,0.507701847968603,0.2,0.44255276648430303,0.06574351908660327,1.0,1.0,1.0,1.0
0.2,0.3,1012,0.5,99,prtf,0.15242487323120357,0.01,-0.011699982749614967,0.059501775621951705,0.34921711516580206,0.68,0.39462825482829067,0.10409826032620591,,,,,0.0,1.0,0.0,0.0,0.5588022261721288,0.04,0.43976691526831185,0.06544321905626602,1.0,1.0,1.0,1.0
0.2,0.3,1013,0.5,99,prtf,0.10557902469358976,0.09,0.0011545433795451304,0.07230569775112786,0.5169027064598033,0.11,0.39233571590909433,0.09222350247304292,,,,,0.0,1.0,0.0,0.0,0.5701169888806672,0.07,0.44500458290096945,0.06969315584907944,1.0,1.0,1.0,1.0
0.2,0.3,1014,0.5,99,prtf,0.08038100370657826,0.14,0.0019730611470029718,0.06730858015313301,0.5204274580898312,0.1,0.3690716956561992,0.09863771565110818,,,,,0.0,1.0,0.0,0.0,0.4147060517906546,0.7,0.4471603429520358,0.06027492598393667,1.0,1.0,1.0,1.0
0.2,0.3,1015,0.5,99,prtf,0.12667955377909215,0.01,-0.002928287722711914,0.05446275613226294,0.43194324975952425,0.27,0.3653019338490572,0.08873835421732351,,,,,0.0,1.0,0.0,0.0,0.47637419171699547,0.24,0.43716089424212684,0.06571079596695083,1.0,1.0,1.0,1.0
0.2,0.3,1016,0.5,99,prtf,0.08492616804750645,0.15,0.01077857285025556,0.062177314356541946,0.3716044476238649,0.58,0.38822078275507554,0.10348299608688674,,,,,0.0,1.0,0.0,0.0,0.40536510635940975,0.68,0.43463496180599115,0.06737650456480862,1.0,1.0,1.0,1.0
0.2,0.3,1017,0.5,99,prtf,0.11519718636938092,0.05,0.006181917587600902,0.060783343255101235,0.524059096856209,0.06,0.38408172228124454,0.07992695714540687,,,7.857142857142857,3.198213787189879,0.0,1.0,0.09392821200939282,0.18194422220221065,0.4812025496659608,0.31,0.4465778788625532,0.07095529896002549,1.0,1.0,1.0,1.0
0.2,0.3,1018,0.5,99,prtf,0.04116969087207278,0.27,0.0033539947349625963,0.05951282990827908,0.284284719557372,0.83,0.38007609528542113,0.09341973014249133,,,,,0.0,1.0,0.0,0.0,0.4700663763515279,0.3,0.44301727704523786,0.06612659510646153,1.0,1.0,1.0,1.0
0.2,0.3,1019,0.5,99,prtf,0.07629645601144794,0.12,0.00603198896146831,0.058054369895569446,0.5171180914791975,0.09,0.3929938683381154,0.08390036075990338,,,,,0.0,1.0,0.0,0.0,0.4939979129323834,0.28,0.4541044358226241,0.06368355052572652,1.0,1.0,1.0,1.0
0.2,0.3,1020,0.5,99,prtf,0.08342278021386507,0.08,-0.004988911903264209,0.052626698844456164,0.4469482513045199,0.24,0.3771534489436014,0.0866378048606284,,,,,0.0,1.0,0.0,0.0,0.4819666599325544,0.33,0.4476376511700501,0.07480748064585399,1.0,1.0,1.0,1.0
0.2,0.3,1021,0.5,99,prtf,0.00564904386079038,0.43,0.00696836345034412,0.061777121063831854,0.45078019740696945,0.31,0.4063449540290339,0.08403198206940755,,,,,0.0,1.0,0.0,0.0,0.5134254982497963,0.12,0.441707780408349,0.06634893134837642,1.0,1.0,1.0,1.0
0.2,0.3,1022,0.5,99,prtf,0.06769957948760584,0.1,-0.003673851857693673,0.05693473266327632,0.44078823083178476,0.24,0.38651717080902626,0.087460974406115,,,,,0.0,1.0,0.0,0.0,0.4879084321267718,0.26,0.4408925321081916,0.06478493830058561,1.0,1.0,1.0,1.0
0.2,0.3,1023,0.5,99,prtf,0.009253913237327587,0.44,-0.00042741747563517836,0.06211471975972741,0.4255501678473451,0.29,0.3798393921064891,0.09553326706366808,,,,,0.0,1.0,0.0,0.0,0.5170127324203048,0.15,0.4451604285096947,0.06558959292999894,1.0,1.0,1.0,1.0
0.2,0.3,1024,0.5,99,prtf,0.1574961545632568,0.01,-0.018881442180759257,0.0660970258383097,0.39700999231053385,0.44,0.3765378484751302,0.08855875864659113,,,,,0.0,1.0,0.0,0.0,0.49607963250287035,0.25,0.44378443857036043,0.06720975567816752,1.0,1.0,1.0,1.0
0.2,0.3,1025,0.5,99,prtf,0.13120550818696405,0.07,0.0032020302112599538,0.07059434079284273,0.4804097595341367,0.22,0.38795714112142893,0.1079359103333445,,,,,0.0,1.0,0.0,0.0,0.45267192665122546,0.47,0.4440912979645543,0.07579732307410222,1.0,1.0,1.0,1.0
0.2,0.3,1026,0.5,99,prtf,-0.020889397436286698,0.67,0.0007566655886312073,0.05663124524362811,0.4221847728870028,0.33,0.3760561425519705,0.08989902126863325,,,,,0.0,1.0,0.0,0.0,0.39359553793962615,0.8,0.4517185739623828,0.06993977734397376,1.0,1.0,1.0,1.0
