id,true_shape,shape_above_ratio,shape_n_episodes,shape_n_peaks,shape_peak_asymmetry,shape_wcc_std,shape_wcc_range,shape_frac_negative,shape_autocorr_lag1,mean_synchrony,peak_amplitude,dwell_time,switching_rate,bimodality_coefficient,synchrony_entropy,onset_latency,rise_time,recovery_time
pce03__RESP__trials_concat,,0.0,0.0,0.0,,0.16463514382917843,1.051843,0.5680304471931494,0.954081653477714,-0.034041743101807805,0.459321,,0.0,0.2927120295771715,3.584928672003306,1051.0,1051.0,1051.0
pce04__ECG__rest1,,0.09933774834437085,1.0,2.0,0.4166666666666667,0.18375227428685048,0.829051,0.09271523178807947,0.9735375990800728,0.25989586092715233,0.6282633333333333,13.0,0.794701986754967,0.336256534349197,3.909679296843041,122.0,2.0,10.0
pce04__ECG__trials_concat,,0.12369172216936251,11.0,5.0,0.6904761904761905,0.33251745884007106,1.590338,0.49857278782112274,0.9594194620897986,0.05993250333016174,0.8775703333333333,18.285714285714285,0.7992388201712655,0.4109800407786582,3.9744000010554945,1051.0,840.0,25.0
pce04__EDA__rest1,,0.0,0.0,0.0,,0.24555369162277058,1.11315,0.7284768211920529,0.9742299383152905,-0.17605670860927153,0.394657,,0.0,0.440711720523203,3.984856666020781,151.0,151.0,151.0
pce04__EDA__trials_concat,,0.36726926736441484,15.0,11.0,3.0384615384615383,0.545417264580517,1.9393099999999999,0.3273073263558516,0.9887708694504799,0.2503462692673644,0.9985483333333333,28.071428571428573,1.5413891531874406,0.5366446820125821,4.110019701181306,1051.0,9.0,22.0
pce04__RESP__rest1,,0.2781456953642384,2.0,3.0,1.3333333333333333,0.24667709086585152,0.924379,0.039735099337748346,0.977112408805115,0.2757039867549669,0.7305969999999999,21.5,1.1920529801324504,0.6792837378737975,3.8201812589672706,74.0,6.0,6.0
pce04__RESP__trials_concat,,0.010466222645099905,1.0,1.0,0.6363636363636364,0.19362062553504675,1.2300870000000002,0.4367269267364415,0.9629664011676576,0.03641490009514748,0.6403696666666666,16.0,0.11417697431018078,0.3146208806900225,3.689076470758873,1051.0,1.0,3.0
pce05__ECG__rest1,,0.06622516556291391,2.0,1.0,0.8,0.32216269700438577,1.354183,0.6887417218543046,0.9851582198350824,-0.1062923443708609,0.6430666666666667,7.0,0.794701986754967,0.419535105825077,4.010275428323736,131.0,3.0,3.0
pce05__ECG__trials_concat,,0.08753568030447194,6.0,5.0,30.0,0.3304599845579862,1.5838860000000001,0.49476688867745006,0.951661836024687,0.004922418648905813,0.8264529999999999,14.666666666666666,0.6850618458610848,0.42776969317919317,3.989503067982598,1051.0,386.0,2.0
pce05__EDA__rest1,,0.059602649006622516,1.0,2.0,4.111111111111111,0.26465181587576847,1.268805,0.304635761589404,0.958010747857968,0.12589670198675496,0.6106,9.0,0.794701986754967,0.4086214131155007,3.942075823475835,73.0,151.0,3.0
pce05__EDA__trials_concat,,0.39581351094196005,18.0,12.0,2.2888888888888888,0.5609659727334507,1.975663,0.340627973358706,0.989501778590821,0.25940948905803995,0.9937863333333333,29.714285714285715,1.598477640342531,0.5548796435735233,4.041825850609874,144.0,76.0,41.0
pce05__RESP__rest1,,0.0,0.0,0.0,,0.21555255557313932,0.824856,0.423841059602649,0.9663708229967028,0.013820814569536422,0.41770666666666667,,0.0,0.44342095354893263,3.8507686527256855,151.0,151.0,151.0
pce05__RESP__trials_concat,,0.003805899143672693,1.0,1.0,1.0526315789473684,0.1791575104848413,1.027915,0.5775451950523312,0.9621733197184271,-0.030685186489058044,0.5736533333333333,5.0,0.11417697431018078,0.37059954479263546,3.825738860283901,1051.0,1051.0,2.0
pce06__ECG__rest1,,0.0,0.0,0.0,,0.21684548068883633,0.8822559999999999,0.6754966887417219,0.9752039610042217,-0.13710207947019867,0.346919,,0.0,0.46998544182161645,4.054093223348557,151.0,151.0,151.0
pce06__ECG__trials_concat,,0.20742150333016174,12.0,8.0,0.06896551724137931,0.32610720819321337,1.43269,0.2949571836346337,0.9614515225011062,0.19811296860133204,0.9394156666666666,21.0,1.141769743101808,0.45950597027636425,4.13004699288832,1051.0,180.0,15.0
pce06__EDA__rest1,,0.013245033112582781,1.0,1.0,0.26666666666666666,0.29636966078707017,1.3050830000000002,0.4966887417218543,0.9706477191396442,-0.03617115231788077,0.5345086666666667,3.0,0.794701986754967,0.5356490632984173,3.6908760886252865,151.0,151.0,1.0
pce06__EDA__trials_concat,,0.2759276879162702,21.0,9.0,0.42857142857142855,0.44236822957106664,1.960048,0.32159847764034255,0.9811367894084866,0.21647813891531875,0.9813276666666666,19.933333333333334,1.6555661274976214,0.43766052442024644,4.030094275530673,1051.0,483.0,33.0
